Model,Count,Year,Month,ID,Mærke,Producent,Producent_nationalitet,Drivmiddel,CO2_Type,Segment
Kia Stonic,4,2025,M05,1248.0,Kia,Hyundai Motor Group,Sydkorea,Benzin,Fossil,Personbil
Kia XCeed,1,2025,M05,1249.0,Kia,Hyundai Motor Group,Sydkorea,Benzin,Fossil,Personbil
Lamborghini Revuelto,1,2025,M05,,Lamborghini,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
Lamborghini Urus,2,2025,M05,1394.0,Lamborghini,Volkswagen Group,Tyskland,Benzin,Fossil,SUV/Crossover
Land Rover Range Rover,1,2025,M05,1283.0,Land Rover,Jaguar Land Rover (Tata Motors),Indien,Benzin,Fossil,SUV/Crossover
Lexus LBX,34,2025,M05,1165.0,Lexus,Toyota Motor Corporation,Japan,Benzin,Fossil,Personbil
Lexus NX,12,2025,M05,1252.0,Lexus,Toyota Motor Corporation,Japan,Hybrid,Lav-emission,Personbil
Loncin XWolf 700L,1,2025,M05,,Loncin,Loncin,Ukendt,Benzin,Fossil,ATV/UTV/Andet
Maserati GranCabrio,1,2025,M05,1431.0,Maserati,Stellantis,Europæisk (Multinational),Benzin,Fossil,Personbil
Maxus e-Deliver 9,2,2025,M05,1166.0,Maxus,SAIC Motor (Maxus),Kina,Benzin,Fossil,Varebil/MPV
Mazda CX-60,2,2025,M05,1255.0,Mazda,Mazda Motor Corporation,Japan,Benzin,Fossil,SUV/Crossover
Mazda MX-30,16,2025,M05,1199.0,Mazda,Mazda Motor Corporation,Japan,Benzin,Fossil,Personbil
Mercedes-Benz B-Klasse,2,2025,M05,1256.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,Benzin,Fossil,Personbil
Mercedes-Benz EQS,2,2025,M05,1169.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,El,Nul-emission,Personbil
Mercedes-Benz SL,1,2025,M05,1315.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,Benzin,Fossil,Personbil
Mini Cabriolet,11,2025,M05,1370.0,Mini,BMW Group,Tyskland,Benzin,Fossil,Personbil
Nissan Leaf,1,2025,M05,1318.0,Nissan,Nissan Motor Co.,Japan,Benzin,Fossil,Personbil
Nissan X-Trail,1,2025,M05,1204.0,Nissan,Nissan Motor Co.,Japan,Hybrid,Lav-emission,Personbil
Opel Astra,2,2025,M05,1258.0,Opel,Stellantis,Europæisk (Multinational),Benzin,Fossil,Personbil
Opel Zafira,1,2025,M05,1205.0,Opel,Stellantis,Europæisk (Multinational),Benzin,Fossil,Varebil/MPV
Paxster 23,1,2025,M05,,Paxster,Paxster,Ukendt,Benzin,Fossil,Personbil
Polaris Ranger,2,2025,M05,1404.0,Polaris,Polaris,USA,Benzin,Fossil,ATV/UTV/Andet
Porsche 718 Spyder RS,1,2025,M05,1322.0,Porsche,Volkswagen Group,Tyskland,Benzin,Fossil,ATV/UTV/Andet
Porsche Cayenne,2,2025,M05,1208.0,Porsche,Volkswagen Group,Tyskland,Benzin,Fossil,SUV/Crossover
Porsche Cayman,3,2025,M05,1323.0,Porsche,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
Porsche Taycan,8,2025,M05,1175.0,Porsche,Volkswagen Group,Tyskland,El,Nul-emission,Personbil
Powerland Tachyon,1,2025,M05,1209.0,Powerland,Powerland,Ukendt,Benzin,Fossil,Personbil
Renault Zoe,2,2025,M05,1387.0,Renault,Renault Group,Frankrig,Benzin,Fossil,Personbil
Skoda Kodiaq iV,2,2025,M05,1267.0,Skoda,Volkswagen Group,Tyskland,Hybrid,Lav-emission,SUV/Crossover
Skoda Superb iV,1,2025,M05,1289.0,Skoda,Volkswagen Group,Tyskland,Hybrid,Lav-emission,Personbil
Subaru Forester,1,2025,M05,1212.0,Subaru,Subaru Corporation,Japan,Benzin,Fossil,SUV/Crossover
Subaru Outback,2,2025,M05,1178.0,Subaru,Subaru Corporation,Japan,Benzin,Fossil,SUV/Crossover
Suzuki Ignis,44,2025,M05,1268.0,Suzuki,Suzuki Motor Corporation,Japan,Benzin,Fossil,Personbil
Suzuki S-Cross,1,2025,M05,1269.0,Suzuki,Suzuki Motor Corporation,Japan,Benzin,Fossil,SUV/Crossover
Toyota C-HR,45,2025,M05,1271.0,Toyota,Toyota Motor Corporation,Japan,Hybrid,Lav-emission,Personbil
Toyota Corolla,42,2025,M05,1180.0,Toyota,Toyota Motor Corporation,Japan,Hybrid,Lav-emission,Personbil
Toyota Proace City Verso,2,2025,M05,1327.0,Toyota,Toyota Motor Corporation,Japan,Benzin,Fossil,Varebil/MPV
Toyota RAV4,109,2025,M05,1273.0,Toyota,Toyota Motor Corporation,Japan,Hybrid,Lav-emission,SUV/Crossover
Vigorous T408-2,1,2025,M05,,Vigorous,Vigorous,Ukendt,Benzin,Fossil,Personbil
Volvo S90,1,2025,M05,1380.0,Volvo,Geely (Lynk & Co),Kina,Benzin,Fossil,Personbil
Volvo XC60,34,2025,M05,1275.0,Volvo,Geely (Lynk & Co),Kina,Benzin,Fossil,Personbil
Volvo XC90,2,2025,M05,1276.0,Volvo,Geely (Lynk & Co),Kina,Benzin,Fossil,Personbil
Xpeng P7,12,2025,M05,1279.0,Xpeng,XPeng,Kina,El,Nul-emission,Personbil
Skoda Elroq,3707,2026,M04,1001.0,Skoda,Volkswagen Group,Tyskland,El,Nul-emission,Personbil
Toyota bZ4X,3675,2026,M04,1000.0,Toyota,Toyota Motor Corporation,Japan,El,Nul-emission,Personbil
Volkswagen ID.4,2347,2026,M04,1005.0,Volkswagen,Volkswagen Group,Tyskland,El,Nul-emission,Personbil
Skoda Enyaq iV,2293,2026,M04,1006.0,Skoda,Volkswagen Group,Tyskland,El,Nul-emission,Personbil
Tesla Model Y,1957,2026,M04,1002.0,Tesla,"Tesla, Inc.",USA,El,Nul-emission,Personbil
Audi Q4 e-tron,1866,2026,M04,1003.0,Audi,Volkswagen Group,Tyskland,El,Nul-emission,SUV/Crossover
Xpeng G6,1190,2026,M04,1015.0,Xpeng,XPeng,Kina,El,Nul-emission,Personbil
Toyota Urban Cruiser,1184,2026,M04,1004.0,Toyota,Toyota Motor Corporation,Japan,Benzin,Fossil,Personbil
Renault R5,1085,2026,M04,1008.0,Renault,Renault Group,Frankrig,Benzin,Fossil,Personbil
Volkswagen ID. Buzz,1010,2026,M04,1010.0,Volkswagen,Volkswagen Group,Tyskland,El,Nul-emission,Personbil
Cupra Tavascan,996,2026,M04,1065.0,Cupra,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
Mercedes-Benz EQA,988,2026,M04,1026.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,El,Nul-emission,Personbil
Volkswagen ID.7,978,2026,M04,1017.0,Volkswagen,Volkswagen Group,Tyskland,El,Nul-emission,Personbil
Volkswagen ID.3,974,2026,M04,1011.0,Volkswagen,Volkswagen Group,Tyskland,El,Nul-emission,Personbil
Toyota C-HR+,964,2026,M04,,Toyota,Toyota Motor Corporation,Japan,El,Nul-emission,SUV/Crossover
BMW X1,932,2026,M04,1013.0,BMW,BMW Group,Tyskland,Benzin,Fossil,SUV/Crossover
Nissan Qashqai,922,2026,M04,1035.0,Nissan,Nissan Motor Co.,Japan,Benzin,Fossil,SUV/Crossover
Mercedes-Benz CLA,909,2026,M04,1022.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,Benzin,Fossil,Personbil
BMW iX1,894,2026,M04,1009.0,BMW,BMW Group,Tyskland,El,Nul-emission,SUV/Crossover
Renault Scenic,856,2026,M04,1021.0,Renault,Renault Group,Frankrig,Benzin,Fossil,Personbil
Cupra Born,827,2026,M04,1007.0,Cupra,Volkswagen Group,Tyskland,El,Nul-emission,Personbil
Volvo EX40,818,2026,M04,1018.0,Volvo,Geely (Lynk & Co),Kina,Benzin,Fossil,SUV/Crossover
Tesla Model 3,725,2026,M04,1179.0,Tesla,"Tesla, Inc.",USA,El,Nul-emission,Personbil
Zeekr 7X,627,2026,M04,1028.0,Zeekr,Geely (Lynk & Co),Kina,El,Nul-emission,Personbil
Citroen C3 Aircross,625,2026,M04,1014.0,Citroen,Stellantis,Europæisk (Multinational),Benzin,Fossil,SUV/Crossover
Peugeot 208,619,2026,M04,1024.0,Peugeot,Stellantis,Europæisk (Multinational),Benzin,Fossil,Personbil
Ford Explorer,616,2026,M04,1023.0,Ford,Ford Motor Company,USA,Benzin,Fossil,Personbil
Suzuki Vitara,613,2026,M04,1029.0,Suzuki,Suzuki Motor Corporation,Japan,Benzin,Fossil,SUV/Crossover
Polestar 4,598,2026,M04,1048.0,Polestar,Geely (Lynk & Co),Kina,El,Nul-emission,Personbil
Mazda 6e,591,2026,M04,1019.0,Mazda,Mazda Motor Corporation,Japan,Benzin,Fossil,Personbil
Citroen C3,550,2026,M04,1012.0,Citroen,Stellantis,Europæisk (Multinational),Benzin,Fossil,Personbil
Cupra Formentor,527,2026,M04,1062.0,Cupra,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
BMW 5'er,516,2026,M04,1063.0,BMW,BMW Group,Tyskland,Benzin,Fossil,Personbil
Renault R4,497,2026,M04,1016.0,Renault,Renault Group,Frankrig,Benzin,Fossil,Personbil
Mercedes-Benz EQB,495,2026,M04,1027.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,El,Nul-emission,Personbil
Peugeot 2008,493,2026,M04,1030.0,Peugeot,Stellantis,Europæisk (Multinational),Benzin,Fossil,Personbil
Kia PV5,491,2026,M04,1066.0,Kia,Hyundai Motor Group,Sydkorea,Benzin,Fossil,Personbil
Citroen C5 Aircross,488,2026,M04,1032.0,Citroen,Stellantis,Europæisk (Multinational),Benzin,Fossil,SUV/Crossover
Toyota Yaris Cross,467,2026,M04,1020.0,Toyota,Toyota Motor Corporation,Japan,Benzin,Fossil,SUV/Crossover
Kia EV3,454,2026,M04,1033.0,Kia,Hyundai Motor Group,Sydkorea,Benzin,Fossil,Personbil
BMW 3'er,444,2026,M04,1051.0,BMW,BMW Group,Tyskland,Benzin,Fossil,Personbil
Renault Megane E-Tech,443,2026,M04,1041.0,Renault,Renault Group,Frankrig,El,Nul-emission,Personbil
Audi A6 e-tron,438,2026,M04,1038.0,Audi,Volkswagen Group,Tyskland,El,Nul-emission,Personbil
Skoda Kodiaq,431,2026,M04,1047.0,Skoda,Volkswagen Group,Tyskland,Benzin,Fossil,SUV/Crossover
Hyundai Kona,413,2026,M04,1043.0,Hyundai,Hyundai Motor Group,Sydkorea,Benzin,Fossil,SUV/Crossover
MG ZS,399,2026,M04,1040.0,MG,SAIC Motor (MG),Kina,Benzin,Fossil,Personbil
Suzuki Swift,398,2026,M04,1034.0,Suzuki,Suzuki Motor Corporation,Japan,Benzin,Fossil,Personbil
Peugeot 5008,398,2026,M04,1039.0,Peugeot,Stellantis,Europæisk (Multinational),Benzin,Fossil,Personbil
Leapmotor B10,389,2026,M04,1031.0,Leapmotor,Leapmotor,Kina,El,Nul-emission,Personbil
BMW i4,387,2026,M04,1045.0,BMW,BMW Group,Tyskland,El,Nul-emission,Personbil
MG 4,378,2026,M04,1037.0,MG,SAIC Motor (MG),Kina,Benzin,Fossil,Personbil
Nissan Micra,368,2026,M04,1055.0,Nissan,Nissan Motor Co.,Japan,Benzin,Fossil,Personbil
Hyundai Ioniq 5,363,2026,M04,1050.0,Hyundai,Hyundai Motor Group,Sydkorea,El,Nul-emission,Personbil
Mercedes-Benz GLC,362,2026,M04,1076.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,Benzin,Fossil,Personbil
Volvo EX30,336,2026,M04,1056.0,Volvo,Geely (Lynk & Co),Kina,Benzin,Fossil,SUV/Crossover
Audi Q2,328,2026,M04,1071.0,Audi,Volkswagen Group,Tyskland,Benzin,Fossil,SUV/Crossover
Audi Q6 e-tron,322,2026,M04,1160.0,Audi,Volkswagen Group,Tyskland,El,Nul-emission,SUV/Crossover
Opel Frontera,303,2026,M04,1077.0,Opel,Stellantis,Europæisk (Multinational),Benzin,Fossil,SUV/Crossover
Peugeot 3008,292,2026,M04,1036.0,Peugeot,Stellantis,Europæisk (Multinational),Benzin,Fossil,Personbil
Hyundai Inster,283,2026,M04,1061.0,Hyundai,Hyundai Motor Group,Sydkorea,Benzin,Fossil,Personbil
Toyota Aygo X,280,2026,M04,1042.0,Toyota,Toyota Motor Corporation,Japan,Benzin,Fossil,Personbil
BMW i5,277,2026,M04,1049.0,BMW,BMW Group,Tyskland,El,Nul-emission,Personbil
Volkswagen ID.5,257,2026,M04,1053.0,Volkswagen,Volkswagen Group,Tyskland,El,Nul-emission,Personbil
Mercedes-Benz GLB,247,2026,M04,1088.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,Benzin,Fossil,Personbil
Cupra Leon,238,2026,M04,1100.0,Cupra,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
Kia EV4,227,2026,M04,1059.0,Kia,Hyundai Motor Group,Sydkorea,Benzin,Fossil,Personbil
Kia EV6,226,2026,M04,1069.0,Kia,Hyundai Motor Group,Sydkorea,Benzin,Fossil,Personbil
MG S5,213,2026,M04,1046.0,MG,SAIC Motor (MG),Kina,Benzin,Fossil,Personbil
Mercedes-Benz EQE,213,2026,M04,1074.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,El,Nul-emission,Personbil
Xpeng G9,211,2026,M04,1068.0,Xpeng,XPeng,Kina,El,Nul-emission,Personbil
MG S6 EV,209,2026,M04,1101.0,MG,SAIC Motor (MG),Kina,Benzin,Fossil,Personbil
Navor E5,207,2026,M04,1078.0,Navor,DFSK Motor,Kina,Benzin,Fossil,Personbil
Renault Austral,201,2026,M04,1025.0,Renault,Renault Group,Frankrig,Benzin,Fossil,Personbil
Ford Capri,200,2026,M04,1052.0,Ford,Ford Motor Company,USA,Benzin,Fossil,Personbil
Audi A3,198,2026,M04,1064.0,Audi,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
BYD Sealion 7,198,2026,M04,1096.0,BYD,BYD Auto,Kina,Benzin,Fossil,Personbil
Opel Grandland,185,2026,M04,1072.0,Opel,Stellantis,Europæisk (Multinational),Benzin,Fossil,SUV/Crossover
BMW 1'er,183,2026,M04,1067.0,BMW,BMW Group,Tyskland,Benzin,Fossil,Personbil
Toyota Yaris,181,2026,M04,1057.0,Toyota,Toyota Motor Corporation,Japan,Hybrid,Lav-emission,Personbil
Mercedes-Benz GLA,177,2026,M04,1090.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,Benzin,Fossil,Personbil
BYD Seal U,173,2026,M04,1104.0,BYD,BYD Auto,Kina,Benzin,Fossil,Personbil
Renault Clio,173,2026,M04,1111.0,Renault,Renault Group,Frankrig,Benzin,Fossil,Personbil
Ford Puma,168,2026,M04,1054.0,Ford,Ford Motor Company,USA,Benzin,Fossil,Personbil
Mazda CX-30,165,2026,M04,1084.0,Mazda,Mazda Motor Corporation,Japan,Benzin,Fossil,SUV/Crossover
Kia EV9,164,2026,M04,1058.0,Kia,Hyundai Motor Group,Sydkorea,Benzin,Fossil,Personbil
Audi Q5,162,2026,M04,1137.0,Audi,Volkswagen Group,Tyskland,Benzin,Fossil,SUV/Crossover
Mercedes-Benz A-Klasse,147,2026,M04,1123.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,Benzin,Fossil,Personbil
Volkswagen Passat,143,2026,M04,1125.0,Volkswagen,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
Mercedes-Benz C-Klasse,141,2026,M04,1098.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,Benzin,Fossil,Personbil
Cupra Terramar,138,2026,M04,1044.0,Cupra,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
BYD Atto 2,138,2026,M04,1106.0,BYD,BYD Auto,Kina,Benzin,Fossil,Personbil
Volvo EC40,133,2026,M04,1093.0,Volvo,Geely (Lynk & Co),Kina,Benzin,Fossil,Personbil
Audi Q3,133,2026,M04,1099.0,Audi,Volkswagen Group,Tyskland,Benzin,Fossil,SUV/Crossover
Volkswagen T-Roc,128,2026,M04,1080.0,Volkswagen,Volkswagen Group,Tyskland,Benzin,Fossil,SUV/Crossover
BMW iX2,128,2026,M04,1087.0,BMW,BMW Group,Tyskland,El,Nul-emission,SUV/Crossover
Ford Tourneo Custom,124,2026,M04,1082.0,Ford,Ford Motor Company,USA,Benzin,Fossil,Varebil/MPV
Renault Symbioz,119,2026,M04,1085.0,Renault,Renault Group,Frankrig,Benzin,Fossil,Personbil
Nissan Ariya,118,2026,M04,1070.0,Nissan,Nissan Motor Co.,Japan,Benzin,Fossil,Personbil
BMW X3,118,2026,M04,1141.0,BMW,BMW Group,Tyskland,Benzin,Fossil,SUV/Crossover
Hyundai Ioniq 6,117,2026,M04,1133.0,Hyundai,Hyundai Motor Group,Sydkorea,El,Nul-emission,Personbil
Ford Transit,109,2026,M04,1091.0,Ford,Ford Motor Company,USA,Benzin,Fossil,Varebil/MPV
Dacia Duster,101,2026,M04,1229.0,Dacia,Renault Group,Frankrig,Benzin,Fossil,Personbil
Mini 3-dørs,98,2026,M04,1083.0,Mini,BMW Group,Tyskland,Benzin,Fossil,Personbil
BYD Dolphin Surf,98,2026,M04,1095.0,BYD,BYD Auto,Kina,Benzin,Fossil,Personbil
Mercedes-Benz EQE SUV,98,2026,M04,1110.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,El,Nul-emission,SUV/Crossover
Volkswagen Tiguan,98,2026,M04,1145.0,Volkswagen,Volkswagen Group,Tyskland,Benzin,Fossil,SUV/Crossover
Volkswagen Touran,98,2026,M04,1182.0,Volkswagen,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
BMW iX,97,2026,M04,1089.0,BMW,BMW Group,Tyskland,El,Nul-emission,Personbil
Honda e:Ny1,94,2026,M04,1086.0,Honda,Honda Motor Co.,Japan,El,Nul-emission,Personbil
Audi A5,91,2026,M04,1115.0,Audi,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
Dacia Sandero,89,2026,M04,1231.0,Dacia,Renault Group,Frankrig,Benzin,Fossil,Personbil
BYD Seal,87,2026,M04,1107.0,BYD,BYD Auto,Kina,Benzin,Fossil,Personbil
Mini Aceman,85,2026,M04,1079.0,Mini,BMW Group,Tyskland,El,Nul-emission,Personbil
Ford Kuga,80,2026,M04,1060.0,Ford,Ford Motor Company,USA,Hybrid,Lav-emission,Personbil
Porsche Macan,80,2026,M04,1119.0,Porsche,Volkswagen Group,Tyskland,Benzin,Fossil,SUV/Crossover
Lexus RZ,77,2026,M04,1075.0,Lexus,Toyota Motor Corporation,Japan,Benzin,Fossil,Personbil
Mazda CX-5,76,2026,M04,1311.0,Mazda,Mazda Motor Corporation,Japan,Benzin,Fossil,SUV/Crossover
Skoda Kamiq,75,2026,M04,1112.0,Skoda,Volkswagen Group,Tyskland,Benzin,Fossil,SUV/Crossover
BYD Dolphin,75,2026,M04,1187.0,BYD,BYD Auto,Kina,Benzin,Fossil,Personbil
Jaecoo J5,74,2026,M04,1116.0,Jaecoo,Chery Group,Kina,Benzin,Fossil,Personbil
Subaru Solterra,72,2026,M04,1113.0,Subaru,Subaru Corporation,Japan,Benzin,Fossil,Personbil
Volvo EX90,70,2026,M04,1081.0,Volvo,Geely (Lynk & Co),Kina,Benzin,Fossil,Personbil
Skoda Karoq,70,2026,M04,1094.0,Skoda,Volkswagen Group,Tyskland,Benzin,Fossil,SUV/Crossover
Hyundai Ioniq 9,68,2026,M04,1118.0,Hyundai,Hyundai Motor Group,Sydkorea,El,Nul-emission,Personbil
Zeekr 001,67,2026,M04,1136.0,Zeekr,Geely (Lynk & Co),Kina,El,Nul-emission,Personbil
Omoda 5,66,2026,M04,1129.0,Omoda,Chery Group,Kina,Benzin,Fossil,Personbil
Mercedes-Benz Sprinter,66,2026,M04,1134.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,Benzin,Fossil,Varebil/MPV
BMW iX3,65,2026,M04,1224.0,BMW,BMW Group,Tyskland,El,Nul-emission,SUV/Crossover
Mercedes-Benz E-Klasse,64,2026,M04,1128.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,Benzin,Fossil,Personbil
Lexus LBX,63,2026,M04,1165.0,Lexus,Toyota Motor Corporation,Japan,Benzin,Fossil,Personbil
Toyota Corolla Cross,62,2026,M04,1124.0,Toyota,Toyota Motor Corporation,Japan,Benzin,Fossil,SUV/Crossover
Honda HR-V,61,2026,M04,1149.0,Honda,Honda Motor Co.,Japan,Benzin,Fossil,Personbil
Audi A6,61,2026,M04,1159.0,Audi,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
Seat Ibiza,60,2026,M04,1073.0,Seat,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
Skoda Octavia,59,2026,M04,1157.0,Skoda,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
Fiat Grande Panda,55,2026,M04,1122.0,Fiat,Stellantis,Europæisk (Multinational),Benzin,Fossil,Personbil
MG HS,54,2026,M04,1109.0,MG,SAIC Motor (MG),Kina,Benzin,Fossil,Personbil
Mini Countryman,53,2026,M04,1102.0,Mini,BMW Group,Tyskland,Benzin,Fossil,Personbil
BYD Tang,53,2026,M04,1126.0,BYD,BYD Auto,Kina,Benzin,Fossil,Personbil
Polestar 2,49,2026,M04,1097.0,Polestar,Geely (Lynk & Co),Kina,El,Nul-emission,Personbil
Nissan Juke,48,2026,M04,1103.0,Nissan,Nissan Motor Co.,Japan,Benzin,Fossil,SUV/Crossover
Suzuki SX4,47,2026,M04,1131.0,Suzuki,Suzuki Motor Corporation,Japan,Benzin,Fossil,SUV/Crossover
Deepal S05,45,2026,M04,,Deepal,Changan Automobile,Kina,El,Nul-emission,SUV/Crossover
Volvo ES90,40,2026,M04,1105.0,Volvo,Geely (Lynk & Co),Kina,Benzin,Fossil,Personbil
Dacia Jogger,40,2026,M04,1230.0,Dacia,Renault Group,Frankrig,Benzin,Fossil,Personbil
KGM Torres EVX,39,2026,M04,1108.0,KGM,KG Mobility (tidl. SsangYong),Sydkorea,El,Nul-emission,SUV/Crossover
Hyundai Bayon,39,2026,M04,1151.0,Hyundai,Hyundai Motor Group,Sydkorea,Benzin,Fossil,Personbil
Honda CR-V,37,2026,M04,1127.0,Honda,Honda Motor Co.,Japan,Hybrid,Lav-emission,Personbil
Skoda Scala,35,2026,M04,1130.0,Skoda,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
Mercedes-Benz CLE,35,2026,M04,1257.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,Benzin,Fossil,Personbil
Ford Mustang Mach-E,33,2026,M04,1147.0,Ford,Ford Motor Company,USA,Benzin,Fossil,Personbil
Mercedes-Benz EQV,31,2026,M04,1155.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,El,Nul-emission,Personbil
Skoda Superb,30,2026,M04,1139.0,Skoda,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
BMW 4'er,29,2026,M04,1185.0,BMW,BMW Group,Tyskland,Benzin,Fossil,Personbil
Dacia Bigster,28,2026,M04,1278.0,Dacia,Renault Group,Frankrig,Benzin,Fossil,Personbil
Renault Trafic,27,2026,M04,1176.0,Renault,Renault Group,Frankrig,Benzin,Fossil,Varebil/MPV
Seat Arona,27,2026,M04,1177.0,Seat,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
Mercedes-Benz Vito Tourer,26,2026,M04,1092.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,Benzin,Fossil,Varebil/MPV
Skyworth K,26,2026,M04,1121.0,Skyworth,Skyworth,Ukendt,El,Nul-emission,Personbil
Zeekr X,25,2026,M04,1114.0,Zeekr,Geely (Lynk & Co),Kina,El,Nul-emission,Personbil
Citroen Berlingo,25,2026,M04,1117.0,Citroen,Stellantis,Europæisk (Multinational),Benzin,Fossil,Varebil/MPV
Kia EV5,25,2026,M04,1164.0,Kia,Hyundai Motor Group,Sydkorea,Benzin,Fossil,Personbil
Mercedes-Benz V-Klasse,23,2026,M04,1171.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,Benzin,Fossil,Personbil
Opel Mokka,23,2026,M04,1261.0,Opel,Stellantis,Europæisk (Multinational),Benzin,Fossil,Personbil
Toyota Proace Verso,22,2026,M04,1135.0,Toyota,Toyota Motor Corporation,Japan,Benzin,Fossil,Varebil/MPV
BMW i7,21,2026,M04,1146.0,BMW,BMW Group,Tyskland,El,Nul-emission,Personbil
BMW i7,21,2026,M04,,BMW,BMW Group,Tyskland,El,Nul-emission,Personbil
MG Cyberster,21,2026,M04,1173.0,MG,SAIC Motor (MG),Kina,Benzin,Fossil,Personbil
Renault Captur,21,2026,M04,1266.0,Renault,Renault Group,Frankrig,Benzin,Fossil,Personbil
Mercedes-Benz GLE,20,2026,M04,1144.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,Benzin,Fossil,Personbil
Honda Civic,20,2026,M04,1163.0,Honda,Honda Motor Co.,Japan,Hybrid,Lav-emission,Personbil
Renault Master,19,2026,M04,1120.0,Renault,Renault Group,Frankrig,Benzin,Fossil,Varebil/MPV
Exlantix ET,18,2026,M04,1132.0,Exlantix,Chery Group,Kina,El,Nul-emission,Personbil
Hongqi EHS7,17,2026,M04,1138.0,Hongqi,FAW (Hongqi),Kina,El,Nul-emission,Personbil
Peugeot 308,15,2026,M04,1206.0,Peugeot,Stellantis,Europæisk (Multinational),Benzin,Fossil,Personbil
Skoda Fabia,15,2026,M04,1211.0,Skoda,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
Honda Jazz,14,2026,M04,1150.0,Honda,Honda Motor Co.,Japan,Benzin,Fossil,Personbil
Nissan X-Trail,13,2026,M04,1204.0,Nissan,Nissan Motor Co.,Japan,Hybrid,Lav-emission,Personbil
Volkswagen Polo,12,2026,M04,1140.0,Volkswagen,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
Mazda 3,12,2026,M04,1154.0,Mazda,Mazda Motor Corporation,Japan,Benzin,Fossil,Personbil
Porsche Taycan,12,2026,M04,1175.0,Porsche,Volkswagen Group,Tyskland,El,Nul-emission,Personbil
Land Rover Range Rover Sport,12,2026,M04,1196.0,Land Rover,Jaguar Land Rover (Tata Motors),Indien,Benzin,Fossil,SUV/Crossover
Toyota Proace,12,2026,M04,1215.0,Toyota,Toyota Motor Corporation,Japan,Benzin,Fossil,Varebil/MPV
Mazda MX-30,11,2026,M04,1199.0,Mazda,Mazda Motor Corporation,Japan,Benzin,Fossil,Personbil
Nio Firefly,11,2026,M04,1203.0,Nio,NIO,Kina,El,Nul-emission,Personbil
Volkswagen Caravelle,11,2026,M04,1217.0,Volkswagen,Volkswagen Group,Tyskland,Benzin,Fossil,Varebil/MPV
Volvo V90,11,2026,M04,1220.0,Volvo,Geely (Lynk & Co),Kina,Benzin,Fossil,Personbil
BYD Atto 3 Evo,11,2026,M04,,BYD,BYD Auto,Kina,El,Nul-emission,SUV/Crossover
Opel Vivaro,11,2026,M04,1416.0,Opel,Stellantis,Europæisk (Multinational),Benzin,Fossil,Varebil/MPV
Mazda 2,9,2026,M04,1153.0,Mazda,Mazda Motor Corporation,Japan,Benzin,Fossil,Personbil
Mercedes-Benz G-Klasse,9,2026,M04,1170.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,Benzin,Fossil,Personbil
Volkswagen T-Cross,9,2026,M04,1181.0,Volkswagen,Volkswagen Group,Tyskland,Benzin,Fossil,SUV/Crossover
Honda ZR-V,9,2026,M04,1193.0,Honda,Honda Motor Co.,Japan,Benzin,Fossil,Personbil
Porsche 911,9,2026,M04,1264.0,Porsche,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
Renault Twingo,9,2026,M04,,Renault,Renault Group,Frankrig,El,Nul-emission,Personbil
